Name,Bronze,Gold,Silver,Total
Jorma Rainer Valkama,1,0,0,1
Jorma Vilho Paavali Kinnunen,0,0,1,1
Jos Carlos Gomes Moreira,1,0,0,1
Jos Manuel Abascal Gmez,1,0,0,1
Jos Pedraza Ziga,0,0,1,1
Jos Telles da Conceio,1,0,0,1
Jos ngel Csar Delgado,1,0,0,1
Josef Christian Holsner,1,0,0,1
Josef Doleal,0,0,1,1
Josef Henri "Josy" Barthel,0,1,0,1
Josef Odloil,0,0,1,1
"Joseph ""Joe"" Forshaw, Jr.",1,0,0,1
Joseph Bernard "Joe" Pearman,0,0,1,1
Joseph Edmund "Joe" Deakin,0,1,0,1
Joseph Keter,0,1,0,1
Joseph Mahmoud,0,0,1,1
Joseph Mathias "Joe" Kovacs,0,0,1,1
"Joseph Nathaniel ""Joe"" DeLoach, Jr.",0,1,0,1
Joseph Nicholas Neville "Nick" Whitehead,1,0,0,1
Joseph Oliver MacDonald,0,1,0,1
Joseph Paul "Joe" McCluskey,1,0,0,1
Joseph tienne Drher,1,0,0,1
Joseph-tienne Desmarteau (Birtz-),0,1,0,1
Joshua "Josh" Culbreath,1,0,0,1
Josia Thugwane,0,1,0,1
Joslyn Yvonne Hoyte-Smith,1,0,0,1
Jouko Yrj Nikkanen,0,0,1,1
Joyce Alice King (-Merrett),0,0,1,1
Joyce Chepchumba Koech,1,0,0,1
Jozef Pribilinec,0,1,0,1
Jrg Drehmel,0,0,1,1
Jrg Freimuth,1,0,0,1
Jrg Pfeifer,0,0,1,1
Jrg Vaihinger,1,0,0,1
Jrgen Hingsen,0,0,1,1
Jrgen Straub,0,0,1,1
Jri Lossman,0,0,1,1
Jri Tarmak,0,1,0,1
Juan Carlos Zabala Boyer,0,1,0,1
Juan Morales Hechavarra,0,0,1,1
Juana Katrin Drre-Heinig,1,0,0,1
Jude Monye,0,1,0,1
Judith Florence "Judy" Amoore-Pollock,1,0,0,1
"Judith Lynne ""Judi"" Brown (-King, -Clarke)",0,0,1,1
Juha Pekka Antero Tiainen,0,1,0,1
Jules Ladoumgue,0,0,1,1
Julius Kariuki,0,1,0,1
Julius Kiplagat Yego,0,0,1,1
Julius Korir,0,1,0,1
June Elaine Rita Maston (-Ferguson),0,0,1,1
Justus Kinloch Ayres "Jack" Oosterlaak,0,0,1,1
Jutta Kirst (Krautwurst-),1,0,0,1
Jzsef Csermk,0,1,0,1
Jzsef Kovcs,0,0,1,1
Jzsef Nagy,1,0,0,1
Jzsef Vrszegi (Vennesz-),1,0,0,1
KACZMAREK Natalia,1,0,0,1
KARALIS Emmanouil,1,0,0,1
KATZBERG Ethan,0,1,0,1
KEBINATSHIPI Busang Collen,0,0,1,1
KENDRICKS Sam,0,0,1,1
KENNEDY Nina,0,1,0,1
KERLEY Fred,1,0,0,1
KERR Hamish,0,1,0,1
KERR Josh,0,0,1,1
KIBIWOT Abraham,1,0,0,1
KILTY Richard,1,0,0,1
KIPRUTO Benson,1,0,0,1
KITAGUCHI Haruka,0,1,0,1
KLEIN IKKINK Isaya,0,1,0,1
KOKHAN Mykhaylo,1,0,0,1
KOVACS Joe,0,0,1,1
KWEMOI Ronald,0,0,1,1
Kaarlo Jalmari "Kalle" Tuominen,0,0,1,1
Kaarlo Kalervo Toivonen,1,0,0,1
Kaj Tapio Rautavaara,0,1,0,1
Kajsa Margareta Bergqvist (-Herngren-),1,0,0,1
Kameradin Susanthika Jayasinghe,0,0,1,1
Kamila Skolimowska,0,1,0,1
Karen Forkel,1,0,0,1
Karl Aarne Lindholm (-Linnolahti),0,0,1,1
Karl August Luther,0,0,1,1
Karl DeWitt Warner,0,1,0,1
Karl Eric Emanuel Svensson,0,0,1,1
Karl Hein,0,1,0,1
Karl Hugo Wieslander,0,1,0,1
Karl Konrad Storch,0,0,1,1
Karl-Hans Riehm,0,0,1,1
Karl-Martin "Martin" Lauer,0,1,0,1
Karlheinz Klotz,1,0,0,1
Karoline "Lina" Radke-Batschauer,0,1,0,1
Katharina Anna "Kthe" Krau,1,0,0,1
Katharine Merry,1,0,0,1
Kathy Laverne McMillan (-Ray),0,0,1,1
Katri Vellamo "Kaisa" Parviainen,0,0,1,1
Kazimierz Franciszek Zimny,1,0,0,1
Keith Alvin Saint Hope Gardner,1,0,0,1
Keith Leroy Connor,1,0,0,1
Kellie Wells,1,0,0,1
Kelly Jade Sotherton,1,0,0,1
Kelly Jeromy Willie,0,1,0,1
Kelly Massey,1,0,0,1
Kenji Kimihara,0,0,1,1
Kenkichi Oshima,1,0,0,1
Kennedy Kane "Ken" McArthur,0,1,0,1
Kenneth George "Ken" Wiesner,0,0,1,1
Kenneth Jeffrey "Ken" Jones,0,0,1,1
Kenneth Joseph "Ken" Matthews,0,1,0,1
Kenneth L. "Kenny" Brokenburr,0,1,0,1
Kent Bede Bernard,1,0,0,1
Kenth Enar Eldebrink,1,0,0,1
Kerry Lorenzo "Kenny" Harrison,0,1,0,1
Kerstin Behrendt,0,0,1,1
Keshia Chantay Baker (-Kirtz),0,1,0,1
Kevin Bernard Robinzine,0,1,0,1
Kevin Curtis Young,0,1,0,1
Khalid Boulami,1,0,0,1
Khalid Skah,0,1,0,1
Kharilaos Vasilakos,0,0,1,1
Khristo Ganchev Markov,0,1,0,1
Khrystyna Petrivna Stuy,1,0,0,1
Kim Gevaert,0,0,1,1
Kim Simone Geraldine Jacobs,1,0,0,1
Kimberly "Kim" Turner (-McKenzie),1,0,0,1
Kimberly Elaine "Kim" Graham (-Miller),0,1,0,1
Kinue Hitomi,0,0,1,1
Kipkemboi Kimeli,1,0,0,1
Kirk Renaud Baptiste,0,0,1,1
Kirsten Emmelmann (Siemon-),1,0,0,1
Kirsten Mnchow (-Klose-),1,0,0,1
Klas Julius Lundstrm,0,1,0,1
Klaus Beer,0,0,1,1
Klaus Johannes Ehl,1,0,0,1
Klaus Lehnertz,1,0,0,1
Klaus Thiele,0,0,1,1
Klaus W. Richtzenhain,0,0,1,1
Klaus Wolfermann,0,1,0,1
Klaus-Dieter Kurrat,0,0,1,1
Klaus-Dieter Ploghaus,1,0,0,1
Klaus-Peter Hildenbrand,1,0,0,1
Klavdiya Aleksandrovna Tochonova (-Khlybova),1,0,0,1
Knut Emil Willehard Alm,1,0,0,1
Knut Henry Eriksson,0,1,0,1
Koichi Morishita,0,0,1,1
Kokichi Tsuburaya,1,0,0,1
Konstantin Yuryevich Volkov,0,0,1,1
Konstantinos "Kostas" Kenteris,0,1,0,1
Konstantinos Spetsiotis,1,0,0,1
Kristi Castlin,1,0,0,1
Kristian Hellstrm,1,0,0,1
Krisztin Pars,0,1,0,1
Krzysztof Zwoliski,0,0,1,1
Kurt Anders Valdemar Lundquist,1,0,0,1
Kurt Bendlin,1,0,0,1
Kvin Mayer,0,0,1,1
Kyle Clemons,0,1,0,1
L. Jay Silvester,0,0,1,1
LAFOND Thea,0,1,0,1
LANSIQUOT Imani,0,0,1,1
LINDSEY Courtney,0,1,0,1
LUECKENKEMPER Gina,1,0,0,1
LaMont Smith,0,1,0,1
LaTasha Lavon Colander-Richardson (-Clark),0,1,0,1
LaVonna Ann Martin (-Floral),0,0,1,1
Laimut Baikauskait,0,0,1,1
Lance Earl Deal,0,0,1,1
Lancelot Carrington "Lance" Royle,0,0,1,1
Larisa Aleksandrovna Peleshenko (Agapova-),0,0,1,1
Larisa Nikolayevna Kruglova,0,0,1,1
Lars Eugen Hedwall,1,0,0,1
Lars-Erik Ragnar Wolfbrandt,1,0,0,1
Lashinda Monique Demus,0,0,1,1
Laurence Michael "Larry" Cummins,0,0,1,1
Lauri Antero Kivi,0,0,1,1
Lawrence Atwood "Larry" Whitney,1,0,0,1
Lawrence Clayton Johnson,0,0,1,1
Lawrence Edward Joseph Feuerbach,1,0,0,1
Lawrence Ellwyne "Larry" Myricks,1,0,0,1
LeRoy Perry Samse,0,0,1,1
Leamon King,0,1,0,1
Lee Bong-Ju,0,0,1,1
"Lee Stratford Barnes, Jr.",0,1,0,1
Leevan Sands,1,0,0,1
Lennart Strand,0,0,1,1
Leo Edward Larrivee,1,0,0,1
Leo Joseph Sexton,0,1,0,1
Leonard Francis "Jimmy" Tremeer,1,0,0,1
Leonard Stuart "Leon" Gregory,0,0,1,1
Leonel Ernesto "Leo" Manzano,0,0,1,1
Leonhard "Leo" Pohl,1,0,0,1
Leonid Dmytrovych Lytvynenko,0,0,1,1
Leonid Mikhaylovich Shcherbakov,0,0,1,1
Leonid Vasilyevich Spirin,0,1,0,1
Leroy Russell Burrell,0,1,0,1
Leroy Taylor Brown,0,0,1,1
Lesley Ashburner,1,0,0,1
Leslie Alphonso "Les" Laing,0,1,0,1
Leslie Jean Deniz,0,0,1,1
Lester Nelson "Les" Carney,0,0,1,1
Leszek Ryszard "Lech" Dunecki,0,0,1,1
Lev Alekseyevich Kalyayev,0,0,1,1
Levan Sanadze,0,0,1,1
Levi Burnside "Lee" Casey,0,0,1,1
Lewis Tewanima,0,0,1,1
Li Chunxiu,1,0,0,1
Li Meisu,1,0,0,1
Li Yanfeng,1,0,0,1
Lidia Elena imon (Slvueanu-),0,0,1,1
Lidiya Nikolayevna Alfeyeva,1,0,0,1
Liese Sykora-Prokop,0,0,1,1
Lieselotte "Liesel" Westermann (-Krieg),0,0,1,1
Lilli Schwarzkopf,0,0,1,1
Lillian Barbara Board,0,0,1,1
Lillian Emily Palmer (-Alderson),0,0,1,1
Lily Marie Louise Carlstedt-Kelsby,1,0,0,1
Linda Kisabaka (-Iwan),1,0,0,1
Linda Stahl,1,0,0,1
Linet Chepkwemoi Masai,1,0,0,1
Linetta A. Wilson,0,1,0,1
Linsey Tarrel MacDonald,1,0,0,1
Lisa Frances Martin-Ondieki (-O'Dea),0,0,1,1
Liu Hong,0,1,0,1
Liu Xiang,0,1,0,1
"Liudmyla Ivanivna Lysenko (-Shevtsova, -Hurevych)",0,1,0,1
Liudmyla Vasylivna Aksenova (Shapovalova-),1,0,0,1
Livio Berruti,0,1,0,1
Llewellyn George Herbert,1,0,0,1
Lon Dupont,0,0,1,1
Lorenzo Christopher Wright,0,1,0,1
Loretta T. McNeil,0,0,1,1
"Lorraine Mary Moller (-Daws, -Smith)",1,0,0,1
Lothar Knrzer,1,0,0,1
Lothar Michael Krieg,1,0,0,1
Lothar Milde,0,0,1,1
Louis Alfred "Pinky" Clarke,0,1,0,1
Louis Guy "Lou" Wilkins,1,0,0,1
Louis Victor Marie Bonniot de Fleurac,1,0,0,1
"Louis Woodard ""Lou"" Jones, III",0,1,0,1
Louise McPaul-Currey,0,0,1,1
Lszl Zarndi,1,0,0,1
Lu Xiuzhi,1,0,0,1
Lucien L. Dolqus,1,0,0,1
Lucinda Williams (-Adams),0,1,0,1
Lucyna Langer (-Kaek),1,0,0,1
Ludmila Viktorovna Narozhilenko-Engquist (Leonova-),0,1,0,1
Lugueln Miguel Santos Aquino,0,0,1,1
Luis Alberto Prez Rionda,1,0,0,1
Luis Marano Dels Fournier,1,0,0,1
Luis ngel Brunetto,0,0,1,1
Luise Martha "Lies" Krger,0,0,1,1
Lutz Dombrowski,0,1,0,1
Luvo Manyonga,0,0,1,1
Lynn A. Jennings (Hill-),1,0,0,1
Lynn Davies,0,1,0,1
Lynn Williams (Kanuka-),1,0,0,1
Lyudmila Alekseyevna Chernova (-Zenina),0,1,0,1
Lyudmila Anatolyevna Litvinova,0,0,1,1
Lyudmila Ivanovna Bragina,0,1,0,1
Lyudmila Ivanovna Ignatyeva-Samotyosova,1,0,0,1
Lyudmila Vasilyevna Rogachova,0,0,1,1
Lzaro Martnez Despaigne,0,0,1,1
Lzr Lovsz,1,0,0,1
MAHUCHIKH Yaroslava,0,1,0,1
MASWANGANYI Shaun,0,0,1,1
MAYER Lisa,1,0,0,1
MIHAMBO Malaika,0,0,1,1
MITCHELL-BLAKE Nethaneel,1,0,0,1
MOON Katie,0,0,1,1
MORAA Mary,1,0,0,1
MOREJON Glenda,0,0,1,1
Mable Fergerson (-Winn),0,0,1,1
"Maicel Donee Malone (-Wallace, -Trapp)",0,1,0,1
Malcolm Clive Spence,1,0,0,1
Malcolm Cuthbert Nokes,1,0,0,1
Malcolm Emanuel Augustus "Mal" Spence,1,0,0,1
Manfred Germar,1,0,0,1
Manfred Kokot,0,0,1,1
Manteo Mitchell,0,0,1,1
Manuel Jess Plaza Reyes,0,0,1,1
Manuel Martnez Gutirrez,1,0,0,1
Mara Caridad Coln Ruees-Salazar,0,1,0,1
Mara Guadalupe Gonzlez Romero,0,0,1,1
Mara del Monte Vasc Pes Gallardo,1,0,0,1
Marc Snowell Wright,0,0,1,1
Marcel Fernand Hansenne,1,0,0,1
Mare Dibaba Hurssa (-Ibrahimova-),1,0,0,1
Margaret Ann Bailes (Johnson-),0,1,0,1
Margaret Nyairera Wambui,1,0,0,1
Margaret Rejean Matthews (-Wilburn),1,0,0,1
Margarete "Marga" Petersen (Kallensee-),0,0,1,1
Margitta Droese-Pufe (Ludewig-),1,0,0,1
Maria Cioncan,1,0,0,1
Maria Francisca Philomena "Mia" Gommers (-Hoogakkers),1,0,0,1
Maria Geertruida "Ria" Stalman,0,1,0,1
"Maria Jadwiga Kwaniewska (-Trytko, -Komiska, -Maleszewska)",1,0,0,1
Maria Theresia Kiesl (Stbich-),1,0,0,1
Marian Andrzej Dudziak,0,0,1,1
Marian Foik,0,0,1,1
Marian Jerzy Woronin,0,0,1,1
Marian Oprea,0,0,1,1
Marilyn Elaine White,0,0,1,1
Marilyn Mary Black (-Vassella),1,0,0,1
Marina Konstantinovna Shmonina,0,1,0,1
Marina Serafimovna Zhirova (Titova-),1,0,0,1
Marina Yevgenyevna Trandenkova (Krivosheina-),0,0,1,1
Marinus "Rinus" van den Berge,1,0,0,1
Mario Lanzi,0,0,1,1
Marion Becker (Steiner-),0,0,1,1
"Marion Lois Jones (-Hunter, -Montgomery, -Thompson)",0,1,0,1
"Marise Ann Millicent Chamberlain (-Stephen, -Schou)",1,0,0,1
Marita Lange,0,0,1,1
Maritza Martn Garca,0,1,0,1
Mariya Dzhumabayevna Pinigina (Kulchunova-),0,1,0,1
Mariya Gerasimovna Pisareva (-Grigalka),0,0,1,1
Mariya Sergeyevna Savinova (-Farnosova),0,1,0,1
Mariya Vasilyevna Abakumova (-Tarabina),0,0,1,1
Mariya Vasilyevna Golubnichaya,0,0,1,1
Mariya Vitalivna Riemien,1,0,0,1
Marjorie Rees Clark (-Smith),1,0,0,1
Mark Anthony Lewis-Francis,0,1,0,1
Mark Anthony McKoy,0,1,0,1
Mark David Hylton,0,0,1,1
Mark Robert Rowland,1,0,0,1
Mark Sebastian Clive Ormrod,0,0,1,1
Markus Antonius "Mark" Henrich,1,0,0,1
Markus Ryffel,0,0,1,1
Marlene Ahrens Ostertag (-Ebensperger),0,0,1,1
Marlon Ronald Devonish,0,1,0,1
Martha B. Hudson (-Pennyman),0,1,0,1
Martha Langbein-Pensberger (-Schreiber),0,0,1,1
Martin Edvard Larsen,1,0,0,1
Martin Edward Reynolds,0,0,1,1
Martin Emmett Toppino,0,1,0,1
Martin Jellinghaus,1,0,0,1
Martin William Hawkins (Hakansson-),1,0,0,1
Martina Helga Hellmann (Opitz-),0,1,0,1
Martti Bertil Marttelin,1,0,0,1
Martyn Joseph Rooney,1,0,0,1
Mary Elizabeth "Molly" Killingbeck,0,0,1,1
Mary Elizabeth Peters,0,1,0,1
Mary Frizzell (-Thomasson),0,0,1,1
Mary Louise Carew (-Armstrong),0,1,0,1
Mary Trainor Washburn (-Conklin),0,0,1,1
Mary Wineberg (Danner-),0,1,0,1
Maryam Yusuf Jamal,1,0,0,1
Maryvonne Dupureur (Samson-),0,0,1,1
Masao Harada,0,0,1,1
Matej Tth,0,1,0,1
Matthew E. "Matt" Hemingway,0,0,1,1
"Matthew Gerald ""Matt"" Centrowitz, Jr.",0,1,0,1
Matthew Kiprotich Birir,0,1,0,1
Matthew MacKenzie "Mack" Robinson,0,0,1,1
Matti Efer "Efraim" Harju,0,0,1,1
Matti Henrikki Jrvinen,0,1,0,1
Matti Kalervo Sippala,0,0,1,1
Maureen Angela Jane Gardner (-Dyson),0,0,1,1
Maureen Caird (-Jones),0,1,0,1
Maurice Herriott,0,0,1,1
Maurice Marcel Jacques Norland,1,0,0,1
Maurice Paul Lon Delvart,1,0,0,1
Mauro Carlo Zuliani,1,0,0,1
Maurren Higa Maggi,0,1,0,1
Max Morinire,1,0,0,1
Maxwell Lander "Maxie" Parks,0,1,0,1
Maxwell Warburn "Maxey" Long,0,1,0,1
Mbulaeni Tongai Mulaudzi,0,0,1,1
McEWEN Shelby,0,0,1,1
Mebrahtom R. "Meb" Keflezighi,0,0,1,1
Mehdi Abdelhafid Baala,1,0,0,1
Melaine Antoinette Walker,0,1,0,1
"Melvin ""Mel"" Pender, Jr.",0,1,0,1
Meredith Bright Colket,0,0,1,1
Meredith Charles Gourdine (Gouardino-),0,0,1,1
Merlene Frazer,0,0,1,1
Merritt Hayward Giffin,0,0,1,1
Micah Kemboi Kogo,1,0,0,1
Michael "Mike" Musyoki,1,0,0,1
Michael "Mike" Ryan,1,0,0,1
Michael Allen Oswald Bingham,1,0,0,1
Michael Aloysius "Mike" Devaney,0,1,0,1
Michael Anthony "Mike" McFarlane,0,0,1,1
Michael Audley Frater,0,1,0,1
Michael Blackwood,0,0,1,1
Michael D'Andrea "Mike" Carter,0,0,1,1
Michael DeLorean Tinsley,0,0,1,1
Michael Dion Bates,1,0,0,1
Michael Duane "Mike" Stulce,0,1,0,1
Michael James "Mike" McLeod,0,0,1,1
Michael Keith Valentine "Mike" Wheeler,1,0,0,1
Michael Kipsubut "Mike" Boit,1,0,0,1
Michael Lyle "Mike" Shine,0,0,1,1
Michael Reese Hoffa,1,0,0,1
Michael Scott "Mike" Tully,0,0,1,1
Michel Jazy,0,0,1,1
Michel Johann Thato,0,1,0,1
Michele Mary Mason-Brown,0,0,1,1
Michele Tito,1,0,0,1
Michelle Bonae Finn (-Burrell),0,1,0,1
Michelle Denee Carter,0,1,0,1
Michelle Freeman,1,0,0,1
Michelle Probert-Scutt,1,0,0,1
Michle Marie George Chardonnet (-Piasenta),1,0,0,1
Miguel S. White,1,0,0,1
Miguelina Cobin Hechavarra,0,0,1,1
Mihaela Loghin,0,0,1,1
Mihly Dvid,0,0,1,1
Mikhail Anatolyevich Shchennikov,0,0,1,1
Mikhail Innokentyevich Linge,0,1,0,1
Mikhail Petrovich Krivonosov,0,0,1,1
Mikio Oda,0,1,0,1
Mikls Nmeth,0,1,0,1
Mildred Fizzell (-Walker),0,0,1,1
Mildred Jeanette Dolson (-Cavill),1,0,0,1
Mildred Louise "Millie" McDaniel (-Singleton),0,1,0,1
Mildred Olive Wiley (-Dee),1,0,0,1
"Mildrette Netter (-Bell, -Graves)",0,1,0,1
Million Wolde,0,1,0,1
Miloslava Hbnerov-Rezkov,0,1,0,1
Miltiadis Gouskos,0,0,1,1
Mirela Krasimirova Demireva,0,0,1,1
Mitchell "Mitch" Watt,0,0,1,1
Mizuki Noguchi,0,1,0,1
Mlina Robert-Michon,0,0,1,1
Mobolade Abimbola Ajomale,1,0,0,1
Mohamed Ahmed Suleiman,1,0,0,1
Mohamed Kedir,1,0,0,1
Morolake Akinosun,0,1,0,1
Moses Kipkore Kiptanui,0,0,1,1
Moses Omote Ugbisien,1,0,0,1
Moulay Brahim Boutayeb,0,1,0,1
Moushaumi Robinson,0,1,0,1
Mric "Mr" Kczn,1,0,0,1
Mrta Antal-Rudas,0,0,1,1
Muriel Hurtis-Houairi,1,0,0,1
Murray Gordon Halberg,0,1,0,1
Musa Audu,1,0,0,1
Mykola Yakovych Smaha,1,0,0,1
Myrtle Alice Cook (-McGowan),0,1,0,1
NADEEM Arshad,0,1,0,1
NASER Salwa Eid,0,0,1,1
NDORI Bayapo,0,0,1,1
NEITA Daryll,0,0,1,1
NEUGEBAUER Leo,0,0,1,1
NEWMAN Alysha,1,0,0,1
NIELSEN Lina,1,0,0,1
NKOANA Bradley,0,0,1,1
NORMAN Michael,0,1,0,1
NUGUSE Yared,1,0,0,1
Nadezhda Leonidovna Kolesnikova-Ilyina,1,0,0,1
Nadezhda Nikolayevna Ostapchuk,1,0,0,1
Nadezhda Viktorovna Besfamilnaya,1,0,0,1
Nadezhda Yefimovna Konyayeva (-Samoylova),1,0,0,1
Nadia Davy,1,0,0,1
Nadine Kleinert-Schmitt,0,0,1,1
Nadiya Volodymyrivna Tkachenko (-Sapronova),0,1,0,1
Nafissatou "Nafi" Thiam,0,1,0,1
Naftali Bon,0,0,1,1
Naman Keta (Benzama-),1,0,0,1
Nanceen Lavern Perry,1,0,0,1
Nancy Jebet Langat,0,1,0,1
Nancy Mackay (Murrall-),1,0,0,1
Naoki Tsukahara,0,0,1,1
Naoko Takahashi,0,1,0,1
Nataliya Aleksandrovna Pechonkina-Chistyakova (Burda-),1,0,0,1
Nataliya Dmitriyevna Sokolova (Kulichkova-),1,0,0,1
Nataliya Ivanovna Shikolenko,0,0,1,1
Nataliya Nikolayevna Ivanova,0,0,1,1
Nataliya Valeryevna Khoronenko-Mikhnevich,0,0,1,1
"Nataliya Vasilyevna Lebedeva (-Suprun, -Monastyrskaya)",1,0,0,1
Nataliya Venediktovna Lisovskaya (-Sedykh),0,1,0,1
Nataliya Viktorivna Tobias (Sydorenko-),1,0,0,1
Nataliya Vladimirovna Pomoshchnikova-Voronova,1,0,0,1
Nataliya Volodymyrivna Dobrynska,0,1,0,1
Natasha De'Anka "Tasha" Danvers (-Smith-),1,0,0,1
Natasha E. Kaiser-Brown,0,0,1,1
Nathan Douglas Deakes,1,0,0,1
Nathon Allen,0,0,1,1
Nawal El-Moutawakel (-Bennis),0,1,0,1
Nduka Awazie,0,1,0,1
Nellie Halstead,1,0,0,1
Nelson vora,0,1,0,1
Nesta Carter,0,1,0,1
Nezha Bidouane,1,0,0,1
Nia Sifaatihii Ali,0,0,1,1
Nick E. Hysong,0,1,0,1
Nickel Ashmeade,0,1,0,1
Nicola Vizzoni,0,0,1,1
Nicole Leistenschneider (-Mikisch),1,0,0,1
Nijel Carlos Amilfitano Amos,0,0,1,1
Nijol Sabait (-Razien),0,0,1,1
Niki Bakogianni,0,0,1,1
Nikolay Aleksandrovich Sidorov,0,1,0,1
Nikolay Ivanovich Kirov,1,0,0,1
Nikolay Nikolayevich Chernetsky,0,1,0,1
Nikolay Nikolayevich Sokolov,0,0,1,1
Nikolay Vasilyevich Kolesnikov,1,0,0,1
Nikole Alangia Mitchell,1,0,0,1
Nikolina Pavlova Shtereva,0,0,1,1
Nils Frykberg,0,0,1,1
Nils Gottfrid Sandstrm,1,0,0,1
Nils Gunnar Lindstrm,0,0,1,1
Nils Schumann,0,1,0,1
Nina Anatolivna Ziuskova,0,1,0,1
Nino Dumbadze (-Diachk'ovi),1,0,0,1
Nixon Kiprotich,0,0,1,1
Nndor Dni,0,0,1,1
No Hernndez Valentn,0,0,1,1
Noah Kiprono Ngeny,0,1,0,1
Nobuharu Asahara,0,0,1,1
Noel Frederick Freeman,0,0,1,1
Noem Simonetto de Portela,0,0,1,1
Norbert Dobeleit,1,0,0,1
Norberto Tllez Santana,0,0,1,1
Norma Claire Thrower (Austin-),1,0,0,1
Norma Wilson Croker-Fleming,0,1,0,1
Norman Edwards,0,0,1,1
Norman Richard Read,0,1,0,1
Noureddine Morceli,0,1,0,1
Nouria Mrah-Benida,0,1,0,1
Nwanyika Jenete C. "Anyika" Onuora,1,0,0,1
OBIRI Hellen,1,0,0,1
OGRODNIKOVA Nikola,1,0,0,1
OGUNLEYE Yemisi,0,1,0,1
OHURUOGU Victoria,1,0,0,1
OLYSLAGERS Nicola,0,0,1,1
OMALLA Eugene,0,1,0,1
Oana Manuela Muunoi-Pantelimon,1,0,0,1
Obadele Olutosin Thompson,1,0,0,1
Oksana Vladimirovna Menkova,0,1,0,1
Olabisi "Bisi" Afolabi,0,0,1,1
Olapade Charles Adeniken,0,0,1,1
Olav Sunde,1,0,0,1
Oleg Georgiyevich Fedoseyev,0,0,1,1
Oleksandr Mykolaiovych Bahach,1,0,0,1
Oleksandr Serhiyovych P'iatnytsia,0,0,1,1
Oleksandr Volodymyrovych Krykun,1,0,0,1
Olena Anatolivna Antonova,1,0,0,1
Olena Anatolivna Ovcharova-Krasovska,0,0,1,1
Olena Ivanivna Hovorova,1,0,0,1
"Olena Zhupiyeva-V'iazova (-Dershan, -Skachkova)",1,0,0,1
Olesia Ivanivna Povkh,1,0,0,1
Olesya Aleksandrovna Krasnomovets (-Forsheva),0,0,1,1
Olga Aleksandrovna Rukavishnikova,0,0,1,1
Olga Fikotov-Connolly,0,1,0,1
"Olga Gyarmati (-Vrkonyi, -Aczl)",0,1,0,1
Olga Ivanovna Kotlyarova,1,0,0,1
"Olga Mikhaylovna Bogoslovskaya (Naumkina-, -Guberniyeva, -Vasilyeva)",0,0,1,1
Olga Olegovna Fyodorova-Stulneva,0,0,1,1
Olga Petrovna Bondarenko (Krentser-),0,1,0,1
Olga Vasilyevna Shishigina (-Kutsakova),0,1,0,1
Olga Vitalyevna Kuragina (Nemogayeva-),1,0,0,1
Olha Valerivna Saladukha (-Kostyuk),1,0,0,1
Olimpiada Vladimirovna Ivanova,0,0,1,1
Olivia Borle,0,0,1,1
Ollan Conley Cassell,0,1,0,1
Olof Agne Laurentius Holmstrm,1,0,0,1
Oludamola Bolanle "Damola" Osayomi,1,0,0,1
Olusoji Adetokumbo Fasuba,1,0,0,1
Oluyemi Kayode,0,0,1,1
Omar McLeod,0,1,0,1
Orazio Mariani,0,0,1,1
Orlando Ortega Alejo,0,0,1,1
Oskar Alfred Daniel "Fred" Warngrd,1,0,0,1
Osmond Ezinwa,0,0,1,1
Ossian Esaias Skild,0,0,1,1
Otto Neumann,0,0,1,1
Otto-Paul Trieloff,0,0,1,1
Ove Andersen,1,0,0,1
Owen Guinn Smith,0,1,0,1
PATTERSON Eleanor,1,0,0,1
PAULINO Marileidy,0,1,0,1
PESELA Anthony,0,0,1,1
PETERS Anderson,1,0,0,1
PICHARDO Pedro,0,0,1,1
PINNOCK Wayne,0,0,1,1
Paavo (Paul-) Johansson (-Jaale),1,0,0,1
Paavo Ilmari Yrjl,0,1,0,1
Paavo Tapio Kantanen,1,0,0,1
Pablo Montes Casanova,0,0,1,1
Pamela Jelimo (Chelimo),0,1,0,1
Pamela Theresa "Pam" Jiles,0,0,1,1
Panagiotis Paraskevopoulos,0,0,1,1
Paola Pigni (-Cacchi),1,0,0,1
Paraskevi "Voula" Patoulidou (-Zarzavatsidou),0,1,0,1
Pascal Barr,1,0,0,1
Passion J. Richardson,1,0,0,1
Patricia "Pat" Jones (-Dalziel),1,0,0,1
Patricia Diane Foster,1,0,0,1
Patricia Girard-Lno,1,0,0,1
Patrick "Pat" Dwyer,0,0,1,1
Patrick Barr,1,0,0,1
Patrick J. "Pat" Flynn,0,0,1,1
Patrick Kiprop Sang,0,0,1,1
Paul Childric Xavier Lizandier,1,0,0,1
Paul Ereng,0,1,0,1
Paul Kipkemboi Chelimo,0,0,1,1
Paul Kipngetich Tanui,0,0,1,1
Paul Kipsiele Koech,1,0,0,1
Paul Louis Marcel Genevay,1,0,0,1
Paul Ludwig Weinstein,1,0,0,1
Paul Pierre Bontemps,1,0,0,1
Paul-Heinz Wellmann,1,0,0,1
Paul-Ren Martin,0,0,1,1
Paula Mollenhauer,1,0,0,1
Pauli Lauri Nevala,0,1,0,1
Pauline Konga,0,0,1,1
Pekka Antero Vasala,0,1,0,1
Per Fredrik Ture Person,0,0,1,1
Percy Morris Beard,0,0,1,1
Petar Nikolov Petrov,1,0,0,1
Peter Elliott,0,0,1,1
Peter George Norman,0,0,1,1
Peter Kipchumba Rono,0,1,0,1
Peter Koech,0,0,1,1
